Index,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Pages,Num Pages,Issue,Volume,Notes,Manual Tags
777,conferencePaper,2015,"Xu, C.; Yu, Y.",Measuring NBA Players' Mood by Mining Athlete-Generated Content,2015 48th Hawaii International Conference on System Sciences,,,10.1109/HICSS.2015.205,,1706–1713,,,,C3,administrative decision-making process; AGC; Companies; data mining; decision making; econometrics; econometrics model; games; general mood polarity; information source; media; mood; mood status; NBA player mood; online athlete-generated content; psychology; sentiment analysis; sentiment analysis technique; social media data; social media perspective; social networking (online); sport; sport analytics; sport operator; sport performance; team manager; twitter
778,conferencePaper,2015,"Bo, H.; Ming, L.",Microblog Platform Oriented User Mental Health Warning Mechanism Research,2015 Seventh International Conference on Measuring Technology and Mechatronics Automation,,,10.1109/ICMTMA.2015.162,,651–654,,,,C3,accuracy; Alarm systems; behavioural sciences computing; Conferences; Dictionaries; emotional division; emotion space; health care; human cognitive factors; mental health warning; microblog emotion warning system; microblog platform; mood; multilevel psychological warning model; personality; psychology; social network; social networking (online); temperament; twitter; user mental health warning mechanism research
779,conferencePaper,2016,"Marshall, Jermaine; Wang, Dong",Mood-Sensitive Truth Discovery For Reliable Recommendation Systems in Social Sensing,Proceedings of the 10th ACM Conference on Recommender Systems,978-1-4503-4035-9,,10.1145/2959100.2959147,http://doi.acm.org/10.1145/2959100.2959147,167–174,,,,C3,disaster and emergency response; mood sensitive; reliable recommendation systems; social sensing; truth discovery
780,conferencePaper,2010,"Zhang, Y.; Tang, J.; Sun, J.; Chen, Y.; Rao, J.",MoodCast: Emotion Prediction via Dynamic Continuous Factor Graph Model,2010 IEEE International Conference on Data Mining,,,10.1109/ICDM.2010.105,,1193–1198,,,,C3,dynamic continuous factor graph model; emotion dynamics; emotion prediction; emotion recognition; graph theory; historical information; human computer interaction; MoodCast; prediction theory; Predictive model; social influence; social network; social networking (online); social networks; virtual Web based network
781,conferencePaper,2016,"Lee, James Alexander; Efstratiou, Christos; Bai, Lu",OSN Mood Tracking: Exploring the Use of Online Social Network Activity As an Indicator of Mood Changes,Proceedings of the 2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing: Adjunct,978-1-4503-4462-3,,10.1145/2968219.2968304,http://doi.acm.org/10.1145/2968219.2968304,1171–1179,,,,C3,emotion; facebook; mood; online social networks; sentiment analysis; social psychology; twitter
782,conferencePaper,2014,"Zhao, J.; Gou, L.; Wang, F.; Zhou, M.",PEARL: An interactive visual analytic tool for understanding personal emotion style derived from social media,2014 IEEE Conference on Visual Analytics Science and Technology (VAST),,,10.1109/VAST.2014.7042496,,203–212,,,,C3,affective and mood modeling; Analytical models; behavioural sciences computing; computational modeling; data analysis; data visualisation; digital footprints; emotional resilience; emotional volatility; Engines; individualized customer care; information visualization; interactive visual analytic tool; interactive visualization; media; mood; multidimensional emotion analysis; PEARL; Personal emotion analytics; personal emotion style; person demographics; person opinions; Resilience; rich visual interactions; social media text; social networking (online); text analysis; timeline-based visual analytic tool; twitter; visualization; visual text analytic systems
783,conferencePaper,2015,"Peng, K. H.; Liou, L. H.; Chang, C. S.; Lee, D. S.",Predicting personality traits of Chinese users based on Facebook wall posts,2015 24th Wireless and Optical Communication Conference (WOCC),,,10.1109/WOCC.2015.7346106,,9–14,,,,C3,behavioural sciences computing; Chinese text segmentation tool; Chinese user personality trait prediction; Classification algorithms; facebook; facebook wall post; feature extraction; learning algorithm; learning (artificial intelligence); Online Social Network; Optical fiber communication; pattern classification; personality classification; personality recognization; social networking (online); support vector machine; Support Vector Machines; SVM; text analysis; Wireless communication; written language
784,conferencePaper,2014,"Lin, H.; Jia, J.; Guo, Q.; Xue, Y.; Huang, J.; Cai, L.; Feng, L.",Psychological stress detection from cross-media microblog data using Deep Sparse Neural Network,2014 IEEE International Conference on Multimedia and Expo (ICME),,,10.1109/ICME.2014.6890213,,1–6,,,,C3,automatic stress detection method; Brightness; cross-media; cross-media attributes; cross-media microblog data; deep learning; deep sparse neural network; feature extraction; Image color analysis; Joints; linguistic attributes; long-term stress; low-level features; mental problem; microblog; neural nets; physical problem; Pragmatics; psychological stress detection; psychology; retweets; social attributes; social networking (online); social networks; stress; Stress detection; tweet comments; tweet images; tweet text; visual attributes
785,conferencePaper,2012,"Komori, M.; Matsumura, N.; Miura, A.; Nagaoka, C.",Relationships between Periodic Behaviors in Micro-blogging and the Users' Baseline Mood,"2012 13th ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",,,10.1109/SNPD.2012.39,,405–410,,,,C3,affect measurement; behavioural sciences; Fourier series; Fourier series expansion; Harmonic analysis; microblogging; mood; PCA; periodic behavior; principal component analysis; rhythm; social media; social networking (online); Time frequency analysis; tweet patterns; twitter; Twitter message; user baseline affective state; user baseline mood
786,conferencePaper,2012,"Li, S.; Shao, X.; Zhao, f",Research on Students' Mental Crisis Monitoring and Intervention Mechanism Based on Online Social Network,"Proceedings of 2012 IEEE International Conference on Service Operations and Logistics, and Informatics",,,10.1109/SOLI.2012.6273548,,288–291,,,,C3,Bellows; concerned entity; contemporary college students; data mining; dynamic data; Educational institutions; education workers; internet; intervention mechanism; Monitoring; Online Social Network; personal speech; psychological CriSIS; psychological crisis information; Psychological Crisis Intervention; psychological crisis intervention offline method; psychological crisis intervention online method; psychology; real-time monitoring information; real-time status; real-time systems; school area network; social networking (online); student mental crisis monitoring; student's psychological crisis; tragic events; Web2.0; Web blog
787,journalArticle,2013,"Paltoglou, G.; Thelwall, M.",Seeing Stars of Valence and Arousal in Blog Posts,IEEE Transactions on Affective Computing,,1949-3045,10.1109/T-AFFC.2012.36,,116–123,,1,4,C3,affect detection; Algorithm design and analysis; arousal sentiment dimension; behavioural sciences computing; blog post; data analysis; data mining; diary-like blog post; discrete affective state; Mining methods and algorithms; mood; multiclass classification; one-versus-all approach; ordinal five-level scale; pattern classification; Predictive models; regression analysis; regression approach; Russell affect circumplex model; sentiment analysis; support vector machine classifier; Support Vector Machines; valence sentiment dimension; Web sites
788,conferencePaper,2016,"Mayer, Julia M.; Hiltz, Starr Roxanne; Barkhuus, Louise; Väänänen, Kaisa; Jones, Quentin",Supporting Opportunities for Context-Aware Social Matching: An Experience Sampling Study,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,978-1-4503-3362-7,,10.1145/2858036.2858175,http://doi.acm.org/10.1145/2858036.2858175,2430–2441,,,,C3,context-aware computing; experience sampling; opportunistic social matching; social recommender systems
789,conferencePaper,2011,"Karlgren, Jussi",The Relation Between Author Mood and Affect to Sentiment in Text and Text Genre,Proceedings of the Fourth Workshop on Exploiting Semantic Annotations in Information Retrieval,978-1-4503-0958-5,,10.1145/2064713.2064720,http://doi.acm.org/10.1145/2064713.2064720,9–10,,,,C3,affect; appeal; emotion; information access; mood; sentiment
790,conferencePaper,2012,"Mogadala, Aditya; Varma, Vasudeva",Twitter User Behavior Understanding with Mood Transition Prediction,Proceedings of the 2012 Workshop on Data-driven User Behavioral Modelling and Mining from Social Media,978-1-4503-1707-8,,10.1145/2390131.2390145,http://doi.acm.org/10.1145/2390131.2390145,31–34,,,,C3,mood analysis; regression on tweets; twitter user mood prediction
791,conferencePaper,2006,"Leshed, Gilly; Kaye, Joseph 'Jofish'",Understanding How Bloggers Feel: Recognizing Affect in Blog Posts,CHI '06 Extended Abstracts on Human Factors in Computing Systems,978-1-59593-298-3,,10.1145/1125451.1125646,http://doi.acm.org/10.1145/1125451.1125646,1019–1024,,,,C3,affective computing; blogs; emotions
792,conferencePaper,2006,"Balog, Krisztian; Mishne, Gilad; de Rijke, Maarten",Why Are They Excited?: Identifying and Explaining Spikes in Blog Mood Levels,Proceedings of the Eleventh Conference of the European Chapter of the Association for Computational Linguistics: Posters & Demonstrations,,,,http://dl.acm.org/citation.cfm?id=1608974.1609010,207–210,,,,C3,
793,conferencePaper,2014,"De Choudhury, Munmun","You'Re Happy, I'M Happy: Diffusion of Mood Expression on Twitter",Proceedings of HCI Korea,978-89-6848-752-1,,,http://dl.acm.org/citation.cfm?id=2729485.2729511,169–179,,,,C3,emotion; mood; mood diffusion; social media; twitter
794,conferencePaper,2014,"Agarwalla, S.; Sarma, K. K.",A Class of Neuro-computational Models to Verify Mood Variation in Dialectal Assamese Speech,2014 2nd International Symposium on Computational and Business Intelligence,,,10.1109/ISCBI.2014.25,,85–88,,,,C4,artificial neural networks; Composite; decision support system; Decision support systems; dialectal Assamese speech; DSS; feature extraction; feedforward neural nets; feed forward time delay neural network; FFTDNN; HCI systems; human computer interaction; language orientation; linear predictive coding; LPC; Mel frequency cepstral coefficient; Mel frequency cepstral coefficients; MFCC; mood; mood content; mood variation; mood verification system; natural language processing; neuro-computational models; PCA; principal component analysis; recurrent neural nets; Recurrent Neural Network; RNN; singular value decomposition; speech; speech coding; speech recognition; spoken word recognition; SVD; training
795,conferencePaper,2013,"Aly, Amir; Tapus, Adriana",A Model for Synthesizing a Combined Verbal and Nonverbal Behavior Based on Personality Traits in Human-robot Interaction,Proceedings of the 8th ACM/IEEE International Conference on Human-robot Interaction,978-1-4673-3055-8,,,http://dl.acm.org/citation.cfm?id=2447556.2447676,325–332,,,,C4,adapted mixed robot behavior; adapted speech; adaptive behavior; BEAT; BEAT toolkit; contextual analysis; educational robots; Generators; human-centered environments; human conversational behavior; human factors; humanoid robots; human-robot interaction; human-robot personality matching aspect; human speech verbal content; human verbal behavior; linguistics; mobile robots; natural language processing; nonverbal communication; PERSONAGE; PERSONAGE natural language generator; personality; personality traits; Pragmatics; psychology; Robot sensing systems; robot verbal-nonverbal behavior; social interaction; speech; spoken language psycholinguistic analysis; synchronization; verbal and nonverbal communication
